date, select, act, reward, temp,	pre[mm/min], on time[min], road temp, snow[kg/m^2]
2016-12-09 11:55:00, n, 0,    0.3,   0.1,	0.012,  0.00, 11, +0.03 -> 0.135
2016-12-09 11:58:00, n, 0,    0.3,   0.1,	0.012,  0.00,  9, +0.03 -> 0.153
2016-12-09 12:01:00, n, 0,    0.3,   0.2,	0.012,  0.00,  7, +0.03 -> 0.172
2016-12-09 12:04:00, n, 0,    0.3,   0.2,	0.012,  0.00,  6, +0.03 -> 0.193
2016-12-09 12:07:00, n, 0,      0,   0.2,	0.012,  0.00,  5, +0.03 -> 0.216
2016-12-09 12:10:00, n, 1,   -0.3,   0.4,	0.012,  3.00, 14, +0.03 -> 0.238
2016-12-09 12:13:00, n, 1,   -0.3,   0.4,	0.012,  6.00, 23, +0.03 -> 0.246
2016-12-09 12:16:00, n, 1,   -0.3,   0.4,	0.012,  9.00, 32, +0.03 -> 0.240
2016-12-09 12:19:00, n, 1,   -0.3,   0.4,	0.012, 12.00, 39, +0.03 -> 0.222
2016-12-09 12:22:00, n, 1,   99.7,   0.5,	0.012, 15.00, 45, +0.03 -> 0.191
2016-12-09 12:25:00, n, 0,    0.3,   0.5,	0.012,  0.00, 37, +0.03 -> 0.151
2016-12-09 12:28:00, n, 0,    0.3,   0.5,	0.012,  0.00, 30, +0.03 -> 0.123
2016-12-09 12:31:00, n, 0,    0.3,   0.5,	0.012,  0.00, 25, +0.03 -> 0.105
2016-12-09 12:34:00, n, 0,    0.3,   0.5,	0.012,  0.00, 21, +0.03 -> 0.094
2016-12-09 12:37:00, n, 0,    0.3,   0.5,	0.012,  0.00, 17, +0.03 -> 0.090
2016-12-09 12:40:00, n, 0,    0.3,   0.6,	0.012,  0.00, 14, +0.03 -> 0.089
2016-12-09 12:43:00, n, 0,    0.3,   0.6,	0.012,  0.00, 11, +0.03 -> 0.093
2016-12-09 12:46:00, n, 0,    0.3,   0.6,	0.012,  0.00,  9, +0.03 -> 0.101
